City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
597,Wakkanai,JP,60.76,overcast clouds,45.4094,141.6739,Hyōsetsu-sō
600,Tsybli,UA,69.78,clear sky,49.9948,31.5628,Готель Вотчина
601,Mersing,MY,78.03,overcast clouds,2.4312,103.8405,Timotel Hotel
602,Aras,ES,70.88,clear sky,42.5617,-2.356,Jardines de Viana Spa
603,Port Hardy,CA,60.8,few clouds,50.6996,-127.4199,Airport Inn-Port Hardy
604,Manado,ID,74.93,clear sky,1.487,124.8455,Aryaduta Hotel
605,Martapura,ID,75.29,broken clouds,-3.4167,114.85,Montana Hotel Syariah
606,Aquiraz,BR,82.49,scattered clouds,-3.9014,-38.3911,Pousada Rua Camurupim
607,Bojnurd,IR,73.67,clear sky,37.4747,57.329,Hotel negin bojnourd
608,Mali Zvornik,RS,83.86,broken clouds,44.3734,19.1065,Хотел Видиковац
609,Casay,PH,79.75,overcast clouds,9.8204,123.5496,Blue Pot Family Resort
610,Monywa,MM,80.73,overcast clouds,22.1167,95.1333,Monywa Hotel
611,Benghazi,LY,80.24,clear sky,32.1167,20.0667,Tibesti Hotel
613,Kloulklubed,PW,75.7,light rain,7.0419,134.2556,Storyboard Beach Resort
614,Beira,MZ,64.49,few clouds,-19.8436,34.8389,Beira Terrace Hotel
615,Robertsport,LR,77.54,overcast clouds,6.7533,-11.3686,Kwepunha Retreat
617,Angoche,MZ,72.1,clear sky,-16.2325,39.9086,Guest House HESADA
618,Shelomi,IL,80.35,clear sky,33.0747,35.1461,"אכסניית אנ""א שלומי Hi Shlomi Hostel"
619,Gacko,BA,68.32,clear sky,43.1672,18.5353,Hotel Metohija
620,Narayangarh,IN,83.82,overcast clouds,30.4833,77.1333,Hotel Paris
624,Nauta,PE,82.36,overcast clouds,-4.5061,-73.5757,Amazon Exploring Expedition - Eretzen Tá Lodge
625,Mandalgovi,MN,62.82,overcast clouds,45.7625,106.2708,В.Ганбат
628,Porto Belo,BR,67.1,scattered clouds,-27.1578,-48.5531,Costa Verde Beach Hotel
631,Trat,TH,75.87,overcast clouds,12.5,102.5,สวนหนิง-อัศ
632,Tual,ID,78.71,overcast clouds,-5.6667,132.75,Grand Vilia Hotel
633,Dicabisagan,PH,78.28,overcast clouds,17.0818,122.4157,Nancy Montanes Bernardo
634,Neropolis,BR,83.28,clear sky,-16.4064,-49.2186,Pousada Recanto do Cerrado
635,Carauari,BR,83.32,overcast clouds,-4.8828,-66.8958,Hotel Fellip
636,Zhanaozen,KZ,74.55,light rain,43.3,52.8,K.korabay 28A
641,Karpathos,GR,75.16,clear sky,35.507,27.2132,Alex
644,Banda Aceh,ID,77.59,overcast clouds,5.5577,95.3222,OYO 884 Rumoh PMI Hotel
646,Camana,PE,63.21,broken clouds,-16.6228,-72.7111,Hostal Morales
647,Savannakhet,LA,76.77,scattered clouds,16.566,104.751,โรงแรม ริเวอร์ ฟร้อนท์ (Riverfront Hotel)
650,Rovaniemi,FI,62.01,clear sky,66.5,25.7167,Arctic City Hotel
651,Turukhansk,RU,60.19,overcast clouds,65.8167,87.9833,"ООО ""Туруханская пушнина"""
653,Izberbash,RU,73.45,few clouds,42.5696,47.8645,Ramina
654,Upata,VE,80.4,broken clouds,8.0086,-62.3989,Posada Villa Nela
656,Liepaja,LV,62.58,few clouds,56.5419,21.0367,Promenade Hotel
657,Tongchuan,CN,69.19,clear sky,35.0806,109.0897,Tongchuan Hotel
658,Nishihara,JP,83.86,scattered clouds,26.1842,127.7558,Minshuku Agaihama
660,Lata,PT,67.84,clear sky,40.1629,-8.3327,Casa Maquia
661,Impfondo,CG,72.19,light rain,1.6381,18.0667,Auberge La Place de Jules
662,Vangaindrano,MG,64.04,clear sky,-23.35,47.6,Hotel Fanilo
663,Champerico,GT,83.39,broken clouds,14.3,-91.9167,"Hotel y restaurante ""El Diamante"""
667,Yanji,CN,64.65,overcast clouds,42.9075,129.5078,Holiday Inn Changbaishan Suites
669,Sarh,TD,75.13,light rain,9.1429,18.3923,Domicile 1sur le goudron
671,Alekseyevka,RU,60.87,scattered clouds,50.6309,38.6903,Apartment on Ploshchad Pobedy
672,Pudozh,RU,65.01,overcast clouds,61.8099,36.5345,Guest-House na Transportnoy
673,Tigre,AR,62.55,mist,-34.426,-58.5796,Puerto Delta Apartamentos
674,Maracas,BR,68.05,overcast clouds,-13.4411,-40.4308,Pousada Vale Aprazível
676,Villazon,BO,64.09,clear sky,-22.0866,-65.5942,La Candelaria
680,Tezu,IN,78.6,overcast clouds,27.9167,96.1667,Circuit House
681,Durban,ZA,67.01,overcast clouds,-29.8579,31.0292,Hilton Durban
682,Nisia Floresta,BR,81.41,overcast clouds,-6.0911,-35.2086,Rancho Crepusculo
683,Pacific Grove,US,73.24,scattered clouds,36.6177,-121.9166,Lovers Point Inn
684,Garowe,SO,84.88,overcast clouds,8.4054,48.4845,Curubo Hotel
685,Lima,PE,64.54,broken clouds,-12.0432,-77.0282,Hotel Kamana
686,Panama City,PA,84.43,broken clouds,8.9936,-79.5197,Trump International Hotel & Tower Panama
689,Juegang,CN,72.73,scattered clouds,32.3174,121.1855,Rudong Y Hotel
690,Kudahuvadhoo,MV,82.78,overcast clouds,2.6708,72.8944,Niyama Private Islands Maldives
691,Khandyga,RU,62.64,clear sky,62.6667,135.6,Apel'sin
692,Saint-Pierre,RE,69.48,overcast clouds,-21.3393,55.4781,Alize Plage
693,Crewe,GB,67.84,overcast clouds,53.0979,-2.4416,Crewe Hall Hotel & Spa
694,Sibu,MY,72.68,broken clouds,2.3,111.8167,RH HOTEL (4 Star)
695,Quang Ngai,VN,74.75,clear sky,15.1167,108.8,Central Hotel
696,Chengde,CN,64.45,clear sky,40.9725,117.9361,Super 8 Hotel
